id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,description
182,Bellossom,Grass,,75,80,95,90,100,50,4,58,"Chlorophyll, Healer","Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound."
183,Marill,Water,Fairy,70,20,50,20,50,40,4,85,"Thick Fat, Huge Power","The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning."
184,Azumarill,Water,Fairy,100,50,80,60,80,50,8,285,"Thick Fat, Huge Power",It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.
185,Sudowoodo,Rock,,70,100,115,30,65,30,12,380,"Sturdy, Rock Head","Although it always pretends to be a tree, its composi­ tion appears to be closer to a rock than a plant."
186,Politoed,Water,,90,75,75,90,100,70,11,339,"Water Absorb, Damp","If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gather­ ing from far and wide."
187,Hoppip,Grass,Flying,35,35,40,35,55,50,4,5,"Chlorophyll, Leaf Guard","To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though."
188,Skiploom,Grass,Flying,55,45,50,45,65,80,6,10,"Chlorophyll, Leaf Guard",The bloom on top of its head opens and closes as the temperature fluc­ tuates up and down.
189,Jumpluff,Grass,Flying,75,55,70,55,95,110,8,30,"Chlorophyll, Leaf Guard","Once it catches the wind, it deft­ ly controls its cotton-puff spores to float, even around the world."
190,Aipom,Normal,,55,70,55,40,55,85,8,115,"Run Away, Pickup",Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
191,Sunkern,Grass,,30,30,30,30,30,30,3,18,"Chlorophyll, Solar Power","It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves."
192,Sunflora,Grass,,75,75,55,105,85,30,8,85,"Chlorophyll, Solar Power","It converts sun­ light into energy. In the darkness after sunset, it closes its petals and becomes still."
193,Yanma,Bug,Flying,65,65,45,75,45,95,12,380,"Speed Boost, Compound Eyes","If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area."
194,Wooper,Water,Ground,55,45,45,25,25,15,4,85,"Damp, Water Absorb",This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.
195,Quagsire,Water,Ground,95,85,85,65,65,35,14,750,"Damp, Water Absorb","This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls."
196,Espeon,Psychic,,65,65,60,130,95,110,9,265,"Synchronize, Magic Bounce",It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.
197,Umbreon,Dark,,95,65,110,60,130,65,10,270,"Synchronize, Inner Focus","When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores."
198,Murkrow,Dark,Flying,60,85,42,85,42,91,5,21,"Insomnia, Super Luck","Feared and loathed by many, it is believed to bring misfortune to all those who see it at night."
199,Slowking,Water,Psychic,95,75,80,100,110,30,20,795,"Oblivious, Own Tempo","It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected."
200,Misdreavus,Ghost,,60,60,60,85,85,85,7,10,Levitate,It likes playing mischievous tricks such as screaming and wailing to startle people at night.
201,Unown,Psychic,,48,72,48,72,48,48,5,50,Levitate,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.
202,Wobbuffet,Psychic,,190,33,58,33,58,33,13,285,"Shadow Tag, Telepathy","It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike."
203,Girafarig,Normal,Psychic,70,80,65,90,65,85,15,415,"Inner Focus, Early Bird","Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite."
204,Pineco,Bug,,50,65,90,35,35,15,6,72,"Sturdy, Overcoat",It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.
205,Forretress,Bug,Steel,75,90,140,60,60,40,12,1258,"Sturdy, Overcoat",Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.
206,Dunsparce,Normal,,100,70,70,65,65,45,15,140,"Serene Grace, Run Away","When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail."
207,Gligar,Ground,Flying,65,75,105,35,65,85,11,648,"Hyper Cutter, Sand Veil",It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.
208,Steelix,Steel,Ground,75,85,200,55,65,30,92,4000,"Rock Head, Sturdy",It is thought its body transformed as a result of iron accumulating internally from swallowing soil.
209,Snubbull,Fairy,,60,80,50,40,40,30,6,78,"Intimidate, Run Away","Although it looks frightening, it is actually kind and affectionate. It is very popular among women."
210,Granbull,Fairy,,90,120,75,60,60,45,14,487,"Intimidate, Quick Feet","It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker."
211,Qwilfish,Water,Poison,65,95,85,55,55,85,5,39,"Poison Point, Swift Swim","To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once."
212,Scizor,Bug,Steel,70,130,100,55,80,65,18,1180,"Swarm, Technician",It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.
213,Shuckle,Bug,Rock,20,10,230,10,230,5,6,205,"Sturdy, Gluttony",The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.
214,Heracross,Bug,Fighting,80,125,75,40,95,85,15,540,"Swarm, Guts","It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn."
215,Sneasel,Dark,Ice,55,95,55,35,75,115,9,280,"Inner Focus, Keen Eye","Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy."
216,Teddiursa,Normal,,60,80,50,50,50,40,6,88,"Pickup, Quick Feet","If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey."
217,Ursaring,Normal,,90,130,75,75,75,55,18,1258,"Guts, Quick Feet","Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES."
218,Slugma,Fire,,40,40,40,70,40,20,7,350,"Magma Armor, Flame Body","It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden."
219,Magcargo,Fire,Rock,60,50,120,90,80,30,8,550,"Magma Armor, Flame Body",The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.
220,Swinub,Ice,Ground,50,50,40,30,30,50,4,65,"Oblivious, Snow Cloak",It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.
221,Piloswine,Ice,Ground,100,100,80,60,60,50,11,558,"Oblivious, Snow Cloak","Because the long hair all over its body obscures its sight, it just keeps charging repeatedly."
222,Corsola,Water,Rock,65,55,95,65,95,35,6,50,"Hustle, Natural Cure",It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.
223,Remoraid,Water,,35,65,35,65,35,65,6,120,"Hustle, Sniper",It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.
224,Octillery,Water,,75,105,75,105,75,45,9,285,"Suction Cups, Sniper",It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.
225,Delibird,Ice,Flying,45,55,45,65,45,75,9,160,"Vital Spirit, Hustle",It carries food all day long. There are tales about lost people who were saved by the food it had.
226,Mantine,Water,Flying,85,40,70,80,140,70,21,2200,"Swift Swim, Water Absorb","As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers."
227,Skarmory,Steel,Flying,65,80,140,40,70,70,17,505,"Keen Eye, Sturdy","Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky."
228,Houndour,Dark,Fire,45,60,30,80,50,65,6,108,"Early Bird, Flash Fire",It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.
229,Houndoom,Dark,Fire,75,90,50,110,80,95,14,350,"Early Bird, Flash Fire","If you are burned by the flames it shoots from its mouth, the pain will never go away."
230,Kingdra,Water,Dragon,75,95,95,95,95,85,18,1520,"Swift Swim, Sniper",It is said that it usually hides in underwater caves. It can create whirlpools by yawning.
231,Phanpy,Ground,,90,60,60,40,40,40,5,335,"Pickup, Sand Veil","It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous."
232,Donphan,Ground,,90,120,120,60,60,50,11,1200,"Sturdy, Sand Veil","It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house."
233,Porygon2,Normal,,85,80,90,105,95,60,6,325,"Trace, Download","This upgraded version of PORYGON is designed for space exploration. It can't fly, though."
234,Stantler,Normal,,73,95,62,85,65,85,14,712,"Intimidate, Frisk",The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.
235,Smeargle,Normal,,55,20,35,20,45,75,12,580,"Own Tempo, Technician",A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
236,Tyrogue,Fighting,,35,35,35,35,35,35,7,210,"Guts, Steadfast","It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses."
237,Hitmontop,Fighting,,50,95,95,35,110,70,14,480,"Intimidate, Technician","If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard."
238,Smoochum,Ice,Psychic,45,30,15,85,65,65,4,60,"Oblivious, Forewarn",Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.
239,Elekid,Electric,,45,63,37,65,55,95,6,235,"Static, Vital Spirit","It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit."
240,Magby,Fire,,45,75,37,70,55,83,7,214,"Flame Body, Vital Spirit","Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils."
241,Miltank,Normal,,95,80,105,40,70,100,12,755,"Thick Fat, Scrappy","Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary."
242,Blissey,Normal,,255,10,10,75,135,55,15,468,"Natural Cure, Serene Grace",Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.
243,Raikou,Electric,,90,85,75,115,100,115,19,1780,"Pressure, Inner Focus",The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
244,Entei,Fire,,115,115,85,90,75,100,21,1980,"Pressure, Inner Focus","Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land."
245,Suicune,Water,,100,75,115,90,115,85,20,1870,"Pressure, Inner Focus",It races around the world to purify fouled water. It dashes away with the north wind.
246,Larvitar,Rock,Ground,50,64,50,45,50,41,6,720,"Guts, Sand Veil","It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
247,Pupitar,Rock,Ground,70,84,70,65,70,51,12,1520,Shed Skin,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain."
248,Tyranitar,Rock,Dark,100,134,110,95,100,61,20,2020,"Sand Stream, Unnerve","Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
249,Lugia,Psychic,Flying,106,90,130,90,154,110,52,2160,"Pressure, Multiscale",It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.
250,Ho-oh,Fire,Flying,106,130,90,110,154,90,38,1990,"Pressure, Regenerator",Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.
251,Celebi,Psychic,Grass,100,100,100,100,100,100,6,50,Natural Cure,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.
252,Treecko,Grass,,40,45,35,65,55,70,5,50,"Overgrow, Unburden",TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.
253,Grovyle,Grass,,50,65,45,85,65,95,9,216,"Overgrow, Unburden",The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.
254,Sceptile,Grass,,70,85,65,105,85,120,17,522,"Overgrow, Unburden",The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.
255,Torchic,Fire,,45,60,40,70,50,45,4,25,"Blaze, Speed Boost","TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black."
256,Combusken,Fire,Fighting,60,85,60,85,60,55,9,195,"Blaze, Speed Boost","COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second."
257,Blaziken,Fire,Fighting,80,120,70,110,70,80,19,520,"Blaze, Speed Boost","In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn."
258,Mudkip,Water,,50,70,50,50,50,40,4,76,"Torrent, Damp","The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes."
259,Marshtomp,Water,Ground,70,85,70,60,70,50,7,280,"Torrent, Damp","The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low."
260,Swampert,Water,Ground,100,110,90,85,90,60,15,819,"Torrent, Damp",SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.
261,Poochyena,Dark,,35,55,35,30,30,35,5,136,"Run Away, Quick Feet","At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
262,Mightyena,Dark,,70,90,70,60,60,70,10,370,"Intimidate, Quick Feet",MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.
263,Zigzagoon,Normal,,38,30,41,30,41,60,4,175,"Pickup, Gluttony",ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.
